Angle	Lenght	name	cut_num	cond	Embryo
51.853	314.078	Ntf3_Control_Embryo_1	8	ctrl	1
52.411	334.426	Ntf3_Control_Embryo_1	8	ctrl	1
41.576	331.518	Ntf3_Control_Embryo_1	8	ctrl	1
43.790	368.485	Ntf3_Control_Embryo_1	8	ctrl	1
35.919	349.448	Ntf3_Control_Embryo_1	8	ctrl	1
46.975	410.366	Ntf3_Control_Embryo_1	8	ctrl	1
48.432	437.069	Ntf3_Control_Embryo_1	8	ctrl	1
49.598	467.488	Ntf3_Control_Embryo_1	8	ctrl	1
52.971	504.802	Ntf3_Control_Embryo_1	8	ctrl	1
51.288	516.467	Ntf3_Control_Embryo_1	8	ctrl	1
29.592	372.602	Ntf3_Control_Embryo_1	8	ctrl	1
89.299	981.073	Ntf3_CdM_Embryo_1	8	CdM	1
-0.706	487.037	Ntf3_CdM_Embryo_1	8	CdM	1
-3.389	152.266	Ntf3_CdM_Embryo_1	8	CdM	1
9.811	134.974	Ntf3_CdM_Embryo_1	8	CdM	1
32.142	133.454	Ntf3_CdM_Embryo_1	8	CdM	1
31.209	160.181	Ntf3_CdM_Embryo_1	8	CdM	1
23.385	161.245	Ntf3_CdM_Embryo_1	8	CdM	1
35.354	181.463	Ntf3_CdM_Embryo_1	8	CdM	1
42.455	191.107	Ntf3_CdM_Embryo_1	8	CdM	1
51.009	189.130	Ntf3_CdM_Embryo_1	8	CdM	1
54.052	211.227	Ntf3_CdM_Embryo_1	8	CdM	1
54.888	234.710	Ntf3_CdM_Embryo_1	8	CdM	1
8.973	173.118	Ntf3_CdM_Embryo_1	8	CdM	1
3.013	209.289	Ntf3_CdM_Embryo_1	8	CdM	1
0.000	249.000	Ntf3_CdM_Embryo_1	8	CdM	1
7.405	279.330	Ntf3_CdM_Embryo_1	8	CdM	1
1.591	288.111	Ntf3_CdM_Embryo_1	8	CdM	1
-22.939	289.928	Ntf3_CdM_Embryo_1	8	CdM	1
-15.515	347.669	Ntf3_CdM_Embryo_1	8	CdM	1
-6.066	369.066	Ntf3_CdM_Embryo_1	8	CdM	1
2.684	320.351	Ntf3_CdM_Embryo_1	8	CdM	1
6.142	383.200	Ntf3_CdM_Embryo_1	8	CdM	1
1.685	408.176	Ntf3_CdM_Embryo_1	8	CdM	1
5.417	466.082	Ntf3_CdM_Embryo_1	8	CdM	1
8.014	487.763	Ntf3_CdM_Embryo_1	8	CdM	1
13.582	489.695	Ntf3_CdM_Embryo_1	8	CdM	1
21.463	502.872	Ntf3_CdM_Embryo_1	8	CdM	1
25.983	483.910	Ntf3_CdM_Embryo_1	8	CdM	1
26.956	458.852	Ntf3_CdM_Embryo_1	8	CdM	1
24.840	430.862	Ntf3_CdM_Embryo_1	8	CdM	1
32.191	392.307	Ntf3_CdM_Embryo_1	8	CdM	1
28.351	387.475	Ntf3_CdM_Embryo_1	8	CdM	1
28.389	351.241	Ntf3_CdM_Embryo_1	8	CdM	1
25.339	376.193	Ntf3_CdM_Embryo_1	8	CdM	1
19.687	347.301	Ntf3_CdM_Embryo_1	8	CdM	1
30.422	471.985	Ntf3_CdM_Embryo_1	8	CdM	1
33.753	503.945	Ntf3_CdM_Embryo_1	8	CdM	1
31.772	546.963	Ntf3_CdM_Embryo_1	8	CdM	1
91.988	893.538	Ntf3_Control_Embryo_1	9	ctrl	1
-2.617	372.388	Ntf3_Control_Embryo_1	9	ctrl	1
54.462	120.433	Ntf3_Control_Embryo_1	9	ctrl	1
51.085	140.089	Ntf3_Control_Embryo_1	9	ctrl	1
36.501	124.403	Ntf3_Control_Embryo_1	9	ctrl	1
37.025	147.801	Ntf3_Control_Embryo_1	9	ctrl	1
46.975	143.628	Ntf3_Control_Embryo_1	9	ctrl	1
40.215	161.075	Ntf3_Control_Embryo_1	9	ctrl	1
34.337	171.968	Ntf3_Control_Embryo_1	9	ctrl	1
27.408	152.069	Ntf3_Control_Embryo_1	9	ctrl	1
20.746	141.152	Ntf3_Control_Embryo_1	9	ctrl	1
12.043	153.375	Ntf3_Control_Embryo_1	9	ctrl	1
21.448	120.333	Ntf3_Control_Embryo_1	9	ctrl	1
13.541	196.461	Ntf3_Control_Embryo_1	9	ctrl	1
73.904	209.201	Ntf3_Control_Embryo_1	9	ctrl	1
56.575	179.725	Ntf3_Control_Embryo_1	9	ctrl	1
34.077	246.293	Ntf3_Control_Embryo_1	9	ctrl	1
28.496	238.948	Ntf3_Control_Embryo_1	9	ctrl	1
21.901	214.478	Ntf3_Control_Embryo_1	9	ctrl	1
23.030	268.392	Ntf3_Control_Embryo_1	9	ctrl	1
10.886	264.764	Ntf3_Control_Embryo_1	9	ctrl	1
89.887	1016.002	Ntf3_CdM_Embryo_1	9	CdM	1
0.000	522.000	Ntf3_CdM_Embryo_1	9	CdM	1
35.538	120.433	Ntf3_CdM_Embryo_1	9	CdM	1
38.729	129.468	Ntf3_CdM_Embryo_1	9	CdM	1
45.807	150.629	Ntf3_CdM_Embryo_1	9	CdM	1
34.866	148.691	Ntf3_CdM_Embryo_1	9	CdM	1
31.083	164.639	Ntf3_CdM_Embryo_1	9	CdM	1
43.277	188.175	Ntf3_CdM_Embryo_1	9	CdM	1
39.207	196.163	Ntf3_CdM_Embryo_1	9	CdM	1
42.397	249.159	Ntf3_CdM_Embryo_1	9	CdM	1
37.304	264.008	Ntf3_CdM_Embryo_1	9	CdM	1
46.279	285.035	Ntf3_CdM_Embryo_1	9	CdM	1
44.056	300.561	Ntf3_CdM_Embryo_1	9	CdM	1
47.690	316.425	Ntf3_CdM_Embryo_1	9	CdM	1
42.863	379.273	Ntf3_CdM_Embryo_1	9	CdM	1
22.923	218.234	Ntf3_CdM_Embryo_1	9	CdM	1
18.246	191.635	Ntf3_CdM_Embryo_1	9	CdM	1
9.372	208.787	Ntf3_CdM_Embryo_1	9	CdM	1
13.195	214.667	Ntf3_CdM_Embryo_1	9	CdM	1
15.878	233.925	Ntf3_CdM_Embryo_1	9	CdM	1
15.695	251.372	Ntf3_CdM_Embryo_1	9	CdM	1
-4.743	229.787	Ntf3_CdM_Embryo_1	9	CdM	1
3.417	268.477	Ntf3_CdM_Embryo_1	9	CdM	1
7.839	278.604	Ntf3_CdM_Embryo_1	9	CdM	1
7.643	315.805	Ntf3_CdM_Embryo_1	9	CdM	1
0.707	324.025	Ntf3_CdM_Embryo_1	9	CdM	1
-5.098	270.069	Ntf3_CdM_Embryo_1	9	CdM	1
-15.124	344.948	Ntf3_CdM_Embryo_1	9	CdM	1
-9.409	354.773	Ntf3_CdM_Embryo_1	9	CdM	1
10.421	353.836	Ntf3_CdM_Embryo_1	9	CdM	1
7.874	379.579	Ntf3_CdM_Embryo_1	9	CdM	1
12.621	402.732	Ntf3_CdM_Embryo_1	9	CdM	1
9.112	511.455	Ntf3_CdM_Embryo_1	9	CdM	1
13.297	526.104	Ntf3_CdM_Embryo_1	9	CdM	1
23.663	388.680	Ntf3_CdM_Embryo_1	9	CdM	1
25.260	412.438	Ntf3_CdM_Embryo_1	9	CdM	1
38.234	420.119	Ntf3_CdM_Embryo_1	9	CdM	1
35.971	446.055	Ntf3_CdM_Embryo_1	9	CdM	1
36.384	472.017	Ntf3_CdM_Embryo_1	9	CdM	1
29.319	483.997	Ntf3_CdM_Embryo_1	9	CdM	1
29.827	518.714	Ntf3_CdM_Embryo_1	9	CdM	1
25.052	491.212	Ntf3_CdM_Embryo_1	9	CdM	1
29.575	545.011	Ntf3_CdM_Embryo_1	9	CdM	1
27.145	530.422	Ntf3_CdM_Embryo_1	9	CdM	1
23.199	510.257	Ntf3_CdM_Embryo_1	9	CdM	1
31.885	607.698	Ntf3_CdM_Embryo_1	9	CdM	1
89.348	966.063	Ntf3_Control_Embryo_2	7	ctrl	2
2.707	550.614	Ntf3_Control_Embryo_2	7	ctrl	2
64.316	145.362	Ntf3_Control_Embryo_2	7	ctrl	2
61.477	157.064	Ntf3_Control_Embryo_2	7	ctrl	2
55.996	151.990	Ntf3_Control_Embryo_2	7	ctrl	2
39.114	137.906	Ntf3_Control_Embryo_2	7	ctrl	2
42.594	168.440	Ntf3_Control_Embryo_2	7	ctrl	2
62.044	202.647	Ntf3_Control_Embryo_2	7	ctrl	2
74.876	229.965	Ntf3_Control_Embryo_2	7	ctrl	2
57.755	253.024	Ntf3_Control_Embryo_2	7	ctrl	2
49.717	214.981	Ntf3_Control_Embryo_2	7	ctrl	2
49.890	240.585	Ntf3_Control_Embryo_2	7	ctrl	2
44.526	256.689	Ntf3_Control_Embryo_2	7	ctrl	2
53.216	267.200	Ntf3_Control_Embryo_2	7	ctrl	2
45.000	282.843	Ntf3_Control_Embryo_2	7	ctrl	2
40.554	264.547	Ntf3_Control_Embryo_2	7	ctrl	2
44.070	304.803	Ntf3_Control_Embryo_2	7	ctrl	2
33.808	269.585	Ntf3_Control_Embryo_2	7	ctrl	2
29.545	249.435	Ntf3_Control_Embryo_2	7	ctrl	2
29.516	217.187	Ntf3_Control_Embryo_2	7	ctrl	2
15.510	216.899	Ntf3_Control_Embryo_2	7	ctrl	2
24.294	315.981	Ntf3_Control_Embryo_2	7	ctrl	2
29.476	317.036	Ntf3_Control_Embryo_2	7	ctrl	2
35.754	338.864	Ntf3_Control_Embryo_2	7	ctrl	2
28.586	367.838	Ntf3_Control_Embryo_2	7	ctrl	2
24.951	365.071	Ntf3_Control_Embryo_2	7	ctrl	2
19.313	350.738	Ntf3_Control_Embryo_2	7	ctrl	2
22.237	391.086	Ntf3_Control_Embryo_2	7	ctrl	2
28.736	401.439	Ntf3_Control_Embryo_2	7	ctrl	2
31.222	418.632	Ntf3_Control_Embryo_2	7	ctrl	2
34.198	437.676	Ntf3_Control_Embryo_2	7	ctrl	2
27.969	456.295	Ntf3_Control_Embryo_2	7	ctrl	2
26.188	475.846	Ntf3_Control_Embryo_2	7	ctrl	2
25.632	439.222	Ntf3_Control_Embryo_2	7	ctrl	2
22.329	423.775	Ntf3_Control_Embryo_2	7	ctrl	2
15.981	443.125	Ntf3_Control_Embryo_2	7	ctrl	2
19.923	487.155	Ntf3_Control_Embryo_2	7	ctrl	2
14.212	395.092	Ntf3_Control_Embryo_2	7	ctrl	2
3.028	586.819	Ntf3_CdM_Embryo_2	7	CdM	2
-25.123	195.494	Ntf3_CdM_Embryo_2	7	CdM	2
-19.044	208.406	Ntf3_CdM_Embryo_2	7	CdM	2
-20.213	234.438	Ntf3_CdM_Embryo_2	7	CdM	2
-17.447	256.815	Ntf3_CdM_Embryo_2	7	CdM	2
-20.266	138.578	Ntf3_CdM_Embryo_2	7	CdM	2
-5.136	178.718	Ntf3_CdM_Embryo_2	7	CdM	2
3.614	190.379	Ntf3_CdM_Embryo_2	7	CdM	2
-4.848	224.804	Ntf3_CdM_Embryo_2	7	CdM	2
-4.252	269.742	Ntf3_CdM_Embryo_2	7	CdM	2
8.729	256.977	Ntf3_CdM_Embryo_2	7	CdM	2
-3.945	290.689	Ntf3_CdM_Embryo_2	7	CdM	2
-3.663	328.672	Ntf3_CdM_Embryo_2	7	CdM	2
4.800	394.383	Ntf3_CdM_Embryo_2	7	CdM	2
-4.620	397.291	Ntf3_CdM_Embryo_2	7	CdM	2
-2.900	454.582	Ntf3_CdM_Embryo_2	7	CdM	2
2.474	486.453	Ntf3_CdM_Embryo_2	7	CdM	2
6.087	499.818	Ntf3_CdM_Embryo_2	7	CdM	2
3.985	446.078	Ntf3_CdM_Embryo_2	7	CdM	2
9.866	443.559	Ntf3_CdM_Embryo_2	7	CdM	2
13.471	442.164	Ntf3_CdM_Embryo_2	7	CdM	2
11.634	416.557	Ntf3_CdM_Embryo_2	7	CdM	2
13.399	392.689	Ntf3_CdM_Embryo_2	7	CdM	2
15.596	383.106	Ntf3_CdM_Embryo_2	7	CdM	2
17.214	341.287	Ntf3_CdM_Embryo_2	7	CdM	2
12.995	333.542	Ntf3_CdM_Embryo_2	7	CdM	2
10.840	382.832	Ntf3_CdM_Embryo_2	7	CdM	2
6.778	245.717	Ntf3_CdM_Embryo_2	7	CdM	2
13.627	169.779	Ntf3_CdM_Embryo_2	7	CdM	2
27.499	164.596	Ntf3_CdM_Embryo_2	7	CdM	2
21.718	127.016	Ntf3_CdM_Embryo_2	7	CdM	2
36.232	143.809	Ntf3_CdM_Embryo_2	7	CdM	2
46.189	170.449	Ntf3_CdM_Embryo_2	7	CdM	2
31.608	152.643	Ntf3_CdM_Embryo_2	7	CdM	2
35.614	173.442	Ntf3_CdM_Embryo_2	7	CdM	2
25.333	208.002	Ntf3_CdM_Embryo_2	7	CdM	2
38.240	234.267	Ntf3_CdM_Embryo_2	7	CdM	2
46.325	244.724	Ntf3_CdM_Embryo_2	7	CdM	2
49.812	210.753	Ntf3_CdM_Embryo_2	7	CdM	2
63.812	271.912	Ntf3_CdM_Embryo_2	7	CdM	2
50.194	281.169	Ntf3_CdM_Embryo_2	7	CdM	2
32.598	276.568	Ntf3_CdM_Embryo_2	7	CdM	2
42.569	300.083	Ntf3_CdM_Embryo_2	7	CdM	2
37.485	335.219	Ntf3_CdM_Embryo_2	7	CdM	2
44.281	338.024	Ntf3_CdM_Embryo_2	7	CdM	2
43.421	359.347	Ntf3_CdM_Embryo_2	7	CdM	2
38.535	357.951	Ntf3_CdM_Embryo_2	7	CdM	2
35.628	369.087	Ntf3_CdM_Embryo_2	7	CdM	2
49.093	386.359	Ntf3_CdM_Embryo_2	7	CdM	2
34.282	403.011	Ntf3_CdM_Embryo_2	7	CdM	2
30.226	413.174	Ntf3_CdM_Embryo_2	7	CdM	2
25.492	429.848	Ntf3_CdM_Embryo_2	7	CdM	2
29.971	376.324	Ntf3_CdM_Embryo_2	7	CdM	2
27.711	335.477	Ntf3_CdM_Embryo_2	7	CdM	2
25.307	346.227	Ntf3_CdM_Embryo_2	7	CdM	2
22.825	322.233	Ntf3_CdM_Embryo_2	7	CdM	2
25.026	366.400	Ntf3_CdM_Embryo_2	7	CdM	2
25.783	393.137	Ntf3_CdM_Embryo_2	7	CdM	2
22.101	390.708	Ntf3_CdM_Embryo_2	7	CdM	2
15.863	380.489	Ntf3_CdM_Embryo_2	7	CdM	2
11.625	392.042	Ntf3_CdM_Embryo_2	7	CdM	2
21.077	411.534	Ntf3_CdM_Embryo_2	7	CdM	2
25.492	429.848	Ntf3_CdM_Embryo_2	7	CdM	2
23.897	441.879	Ntf3_CdM_Embryo_2	7	CdM	2
18.094	425.018	Ntf3_CdM_Embryo_2	7	CdM	2
20.983	455.186	Ntf3_CdM_Embryo_2	7	CdM	2
